번호,한글명,영문명
1515,그 밖의 비휘발성인 식물성ㆍ미생물성 지방과 기름[호호바유(jojoba oil)를 포함한다]과 그 분획물(정제했는지에 상관없으며 화학적으로 변성 가공한 것은 제외한다),"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified."
1516,"동물성ㆍ식물성ㆍ미생물성 지방과 기름 및 이들의 분획물[전체적으로나 부분적으로 수소를 첨가한 것, 인터에스텔화한(inter-esterified) 것, 리에스텔화한(re-esterified) 것, 엘라이딘화한(elaidinised) 것으로 한정하며, 정제했는지에 상관없으며 더 이상 가공한 것은 제외한다]","Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified, or elaidinised, whether or not refined, but not further prepared."
1517,"마가린, 동물성ㆍ식물성ㆍ미생물성 지방이나 기름 또는 이 류의 다른 지방이나 기름의 분획물로 만든 식용 혼합물이나 조제품(제1516호의 식용 지방이나 기름 또는 이들의 분획물은 제외한다)","Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats or oils or their fractions of heading 15.16."
1518,"동물성ㆍ식물성ㆍ미생물성 지방과 기름 및 이들의 분획물(끓이거나 산화ㆍ탈수ㆍ황화ㆍ취입하거나 진공상태나 불활성 가스에서 가열중합하거나 그 밖의 화학적 변성을 한 것으로 한정하며, 제1516호의 물품은 제외한다), 따로 분류되지 않은 것으로서 식용에 적합하지 않은 동물성ㆍ식물성ㆍ미생물성 지방이나 기름 또는 이 류의 다른 지방이나 기름의 분획물의 혼합물이나 조제품","Animal, vegetable or microbial fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of animal, vegetable or microbial fats or oils or of fraction of different fats or oils of this Chapter, not elsewhere specified or included."
1520,"글리세롤(glycerol)(가공하지 않은 것으로 한정한다), 글리세롤 수(水), 글리세롤 폐액(廢液)","Glycerol, crude; glycerol waters and glycerol lyes."
1521,식물성 왁스[트리글리세라이드(triglyceride)는 제외한다]ㆍ밀랍(蜜蠟)과 그 밖의 곤충 왁스ㆍ고래 왁스(정제했는지 또는 착색했는지에 상관없다),"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured."
1522,"데그라스(degras), 지방성 물질이나 동물성ㆍ식물성 왁스를 처리할 때 생기는 잔유물",Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes.
1601,소시지나 그 밖에 이와 유사한 물품[육ㆍ설육(屑肉)ㆍ피ㆍ곤충으로 조제한 것으로 한정한다]과 이들 물품을 기본 재료로 한 조제 식료품,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based on these products."
1602,그 밖의 조제하거나 보존처리한 육ㆍ설육(屑肉)ㆍ피ㆍ곤충,"Other prepared or preserved meat, meat offal, blood or insects."
1603,육ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물의 추출물(extract)과 즙,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates."
1604,"조제하거나 보존처리한 어류, 캐비어, 어란(魚卵)으로 조제한 캐비어 대용물",Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs.
1605,조제하거나 보존처리한 갑각류ㆍ연체동물ㆍ그 밖의 수생(水生) 무척추동물,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved."
1701,"사탕수수당이나 사탕무당, 화학적으로 순수한 자당(蔗糖)(고체 상태인 것으로 한정한다)","Cane or beet sugar and chemically pure sucrose, in solid form."
1702,"그 밖의 당류(糖類)[화학적으로 순수한 유당(乳糖)ㆍ맥아당ㆍ포도당ㆍ과당을 포함하며, 고체상태인 것으로 한정한다], 당시럽[향미제(香味劑)나 착색제를 첨가하지 않은 것으로 한정한다], 인조꿀(천연꿀을 혼합했는지에 상관없다), 캐러멜당","Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel."
1703,당밀(糖蜜)[당류(糖類)를 추출하거나 정제할 때 생긴 것으로 한정한다],Molasses resulting from the extraction or refining of sugar.
1704,"설탕과자(백색 초콜릿을 포함하며, 코코아를 함유한 것은 제외한다)","Sugar confectionery (including white chocolate), not containing cocoa."
1801,코코아두(원래 모양이나 부순 것으로서 생 것이나 볶은 것으로 한정한다),"Cocoa beans, whole or broken, raw or roasted."
1802,"코코아의 껍데기와 껍질, 그 밖의 코코아 웨이스트(waste)","Cocoa shells, husks, skins and other cocoa waste."
1803,코코아 페이스트(paste)[탈지(脫脂)한 것인지에 상관없다],"Cocoa paste, whether or not defatted."
1804,"코코아 버터, 지방과 기름","Cocoa butter, fat and oil."
1805,코코아 가루(설탕이나 그 밖의 감미료를 첨가한 것은 제외한다),"Cocoa powder, not containing added sugar or other sweetening matter."
1806,초콜릿과 코코아를 함유한 그 밖의 조제 식료품,Chocolate and other food preparations containing cocoa.
1901,"맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아를 함유하지 않은 것이나 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 40 미만인 것으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아를 함유하지 않은 것이나 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 5 미만인 것으로 따로 분류되지 않은 것으로 한정한다]","Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40 % by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of heading 04.01 to 04.04, not containing cocoa or containing less than 5 % by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included. "
1902,파스타[조리한 것인지 또는 육(肉)이나 그 밖의 물품으로 속을 채운 것인지에 상관없으며 스파게티ㆍ마카로니ㆍ누들ㆍ라자니아(lasagne)ㆍ뇨키(gnocchi)ㆍ라비올리(ravioli)ㆍ카넬로니(cannelloni) 등과 같이 그 밖의 방법으로 조제한 것을 포함한다]와 쿠스쿠스(couscous)(조제한 것인지에 상관없다),"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared."
1903,타피오카와 전분으로 조제한 타피오카 대용물[플레이크(flake) 모양ㆍ낱알 모양ㆍ진주 모양ㆍ무거리 모양ㆍ그 밖에 이와 유사한 모양의 것으로 한정한다],"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms."
1904,곡물이나 곡물 가공품을 팽창시키거나 볶아서 얻은 조제 식료품[예: 콘 플레이크(corn flake)]과 낱알 모양이나 플레이크(flake) 모양이나 그 밖의 가공한 곡물(옥수수는 제외하며 고운 가루ㆍ부순 알곡ㆍ거친 가루는 제외하고 사전조리나 그 밖의 방법으로 조제한 것으로서 따로 분류되지 않은 것으로 한정한다),"Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked, or otherwise prepared, not elsewise specified or included."
1905,"빵ㆍ파이ㆍ케이크ㆍ비스킷과 그 밖의 베이커리 제품(코코아를 함유하였는지에 상관없다), 성찬용 웨이퍼ㆍ제약용에 적합한 빈 캡슐ㆍ실링웨이퍼(sealing wafer)ㆍ라이스페이퍼(rice paper)와 그 밖에 이와 유사한 물품","Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products."
2001,식초나 초산으로 조제하거나 보존처리한 채소ㆍ과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid."
2002,조제하거나 보존처리한 토마토(식초나 초산으로 처리한 것은 제외한다),Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.
2003,조제하거나 보존처리한 버섯과 송로(松露)(식초나 초산으로 처리한 것은 제외한다),"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid."
2004,"조제하거나 보존처리한 그 밖의 채소(식초나 초산으로 처리한 것은 제외하고, 냉동한 것으로 한정하며, 제2006호의 물품은 제외한다)","Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 20.06."
2005,"조제하거나 보존처리한 그 밖의 채소(식초나 초산으로 처리한 것은 제외하고, 냉동하지 않은 것으로 한정하며, 제2006호의 물품은 제외한다)","Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 20.06."
2006,"설탕으로 보존처리한 채소ㆍ과실ㆍ견과류ㆍ과피와 식물의 그 밖의 부분[드레인한(drained) 것, 설탕을 입히거나 설탕에 절인 것]","Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised)."
2007,"잼ㆍ과실젤리ㆍ마멀레이드(marmalade)ㆍ과실이나 견과류의 퓨레(purée)ㆍ과실이나 견과류의 페이스트(paste)(조리해서 얻은 것으로 한정하며, 설탕이나 그 밖의 감미료를 첨가했는지에 상관없다)","Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter."
2008,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included."
2009,과실·견과류 주스(포도즙과 코코넛 워터를 포함한다)·채소 주스[발효하지 않고 주정을 함유하지 않은 것(설탕이나 그 밖의 감미료를 첨가했는지에 상관없다)],"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter."
2101,"커피ㆍ차ㆍ마테(maté)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(maté)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물","Extracts, essences and concentrates, of coffee, tea or mate and preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof."
2102,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더","Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading 30.02); prepared baking powders."
2103,"소스와 소스용 조제품, 혼합조미료, 겨자의 고운 가루ㆍ거친 가루와 조제한 겨자",Sauces and preparations therefor; mixed condiments and mixed seasoning; mustard flour and meal and prepared mustard.
2104,"수프ㆍ브로드(broth)와 수프ㆍ브로드(broth)용 조제품, 균질화한 혼합 조제 식료품",Soups and broths and preparations therefor; homogenised composite food preparations.
2105,아이스크림과 그 밖의 빙과류(코코아를 함유했는지에 상관없다),"Ice cream and other edible ice, whether or not containing cocoa."
2106,따로 분류되지 않은 조제 식료품,Food preparations not elsewhere specified or included.
2201,"물(천연이나 인조 광천수와 탄산수를 포함하며, 설탕이나 그 밖의 감미료 또는 맛이나 향을 첨가하지 않은 것으로 한정한다)과 얼음과 눈","Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow."
